term_id,term_str,n,num,pos_max,p_stem,tfidf_sum
18430,organist,1,0,NN,organist,1.2752266189273116e-05
18431,organization,4,0,NN,organ,2.6523278401941813e-05
18432,organizations,1,0,NNS,organ,1.2752266189273116e-05
18433,organize,2,0,VB,organ,1.541562119316068e-05
18434,organized,1,0,VBN,organ,1.0371165600467903e-05
18435,organs,2,0,NNS,organ,1.884280815845039e-05
18436,orgie,1,0,NN,orgi,1.0371165600467903e-05
18437,orgies,14,0,NNS,orgi,9.519185915672132e-05
18438,orgo,1,0,NN,orgo,1.847187537312218e-05
18440,oriental,33,0,JJ,orient,0.0001744464880832602
18441,orifice,3,0,NN,orific,2.3917131986009424e-05
18442,orifices,1,0,NNS,orific,1.0371165600467903e-05
18443,origin,5,0,NN,origin,3.500162194527645e-05
18444,original,41,0,JJ,origin,3.4339379024970404e-05
18445,originality,5,0,NN,origin,4.349495506194411e-05
18446,originally,12,0,RB,origin,3.459458910986889e-05
18447,originals,3,0,NNS,origin,2.2329731593472613e-05
18448,originate,8,0,VB,origin,2.5585849996812945e-05
18449,originated,13,0,VBD,origin,2.4586573786405018e-05
18450,originating,3,0,VBG,origin,1.8888756166140648e-05
18451,originator,1,0,JJ,origin,1.551194604840247e-05
18452,originators,2,0,NN,origin,1.6958003402273034e-05
18456,ornament,10,0,NN,ornament,3.187807739170409e-05
18457,ornamental,20,0,JJ,ornament,5.907528111158292e-05
18458,ornamentation,7,0,NN,ornament,4.998617319472036e-05
18459,ornamented,13,0,VBN,ornament,4.9461524743267155e-05
18460,ornamenting,1,0,VBG,ornament,1.2752266189273116e-05
18461,ornaments,4,0,NNS,ornament,2.1387671083823474e-05
18462,ornate,3,0,JJ,ornat,3.111349680140371e-05
18463,orneriest,1,0,JJS,orneriest,1.847187537312218e-05
18464,ornery,14,0,NN,orneri,0.00017874249703977828
18465,orphan,23,0,NN,orphan,6.701720988878799e-05
18466,orphans,8,0,NNS,orphan,3.742801974243656e-05
18467,orter,2,0,RB,orter,3.0967494054800804e-05
18468,orthodoxy,1,0,NN,orthodoxi,1.551194604840247e-05
18469,orthographical,1,0,JJ,orthograph,1.1849086635246452e-05
18473,ostensible,2,0,JJ,ostens,1.884280815845039e-05
18474,ostensibly,1,0,NN,ostens,1.2752266189273116e-05
18475,ostentation,3,0,NN,ostent,3.248113127334322e-05
18476,ostentatious,6,0,JJ,ostentati,2.1240777874435312e-05
18477,ostentatiously,5,0,RB,ostentati,2.6624741314036945e-05
18478,ostler,2,0,NN,ostler,1.635588369958859e-05
18479,ostrich,4,0,NN,ostrich,2.5813186050679594e-05
18480,ostriches,1,0,JJ,ostrich,1.1849086635246452e-05
18483,others,271,0,NNS,other,0.0
18484,otherth,1,0,NN,otherth,1.1849086635246452e-05
18485,otherways,2,0,NNS,otherway,1.635588369958859e-05
18486,otherwheres,1,0,NN,otherwher,1.2752266189273116e-05
18487,otherwise,99,0,RB,otherwis,8.996690527922658e-05
18488,otherwithe,1,0,NN,otherwith,2.0355910898048993e-05
18490,ottar,1,0,NN,ottar,1.0371165600467903e-05
18491,ottenhoefen,1,0,NN,ottenhoefen,1.2752266189273116e-05
18496,oubliette,1,0,NN,oubliett,1.2752266189273116e-05
18497,ouch,6,0,NN,ouch,8.656415527376452e-05
18499,oughnt,1,0,MD,oughnt,1.2684738914136435e-05
18500,ought,179,0,MD,ought,0.0
18501,oughter,1,0,RB,oughter,1.847187537312218e-05
18502,oughtnt,4,0,VBP,oughtnt,3.663785973764571e-05
18503,ould,1,0,MD,ould,1.2684738914136435e-05
18504,ounce,3,0,NN,ounc,2.1173553468620122e-05
18505,ounces,4,0,NNS,ounc,2.244708420703323e-05
18506,ouns,1,0,NN,oun,1.0371165600467903e-05
18508,ourn,7,0,NN,ourn,0.0001293031276118553
18510,ourseln,1,0,JJ,ourseln,2.0355910898048993e-05
18512,ouse,3,0,NN,ous,2.4255274789752893e-05
18514,outbreak,6,0,NN,outbreak,2.7693002580038184e-05
18515,outbuildings,1,0,NNS,outbuild,1.847187537312218e-05
18516,outburst,3,0,NN,outburst,2.48012294880227e-05
18517,outbursts,1,0,IN,outburst,1.2752266189273116e-05
18518,outcast,9,0,NN,outcast,5.4363518656210395e-05
18519,outcasten,1,0,NN,outcasten,2.0355910898048993e-05
18520,outcasts,4,0,NNS,outcast,3.228358822858481e-05
18521,outcry,2,0,NN,outcri,2.710940308214364e-05
18522,outdacious,1,0,JJ,outdaci,1.1849086635246452e-05
18523,outdo,1,0,VB,outdo,1.0371165600467903e-05
18524,outdoing,1,0,VBG,outdo,2.0355910898048993e-05
18525,outdone,2,0,RB,outdon,1.824068845576595e-05
18526,outdoor,1,0,JJ,outdoor,1.2752266189273116e-05
18527,outer,31,0,NN,outer,2.7632166679414048e-05
18528,outermost,3,0,NN,outermost,4.653583814520742e-05
18529,outfit,7,0,NN,outfit,4.13623731457607e-05
18530,outfits,2,0,VBZ,outfit,2.0742331200935806e-05
18531,outgrow,1,0,VBP,outgrow,1.2752266189273116e-05
18532,outgrown,1,0,NN,outgrown,2.0355910898048993e-05
18533,outhouse,1,0,NN,outhous,1.2684738914136435e-05
18534,outhouses,1,0,NNS,outhous,1.551194604840247e-05
18535,outlandish,7,0,JJ,outlandish,2.940691667088979e-05
18536,outlast,1,0,VB,outlast,1.0371165600467903e-05
18537,outlaw,3,0,NN,outlaw,2.367811394711793e-05
18538,outlaws,6,0,NNS,outlaw,0.00010017866276390867
18539,outlay,2,0,NN,outlay,2.0742331200935806e-05
18540,outlet,5,0,NN,outlet,6.376133094636558e-05
18541,outline,5,0,NN,outlin,2.624768262027359e-05
18542,outlined,3,0,VBD,outlin,2.3917131986009424e-05
18543,outlines,8,0,NNS,outlin,4.8563438652782604e-05
18544,outlive,2,0,VB,outliv,1.7255407765913584e-05
18545,outlived,2,0,VBN,outliv,1.4813501490476236e-05
18546,outlooks,1,0,NNS,outlook,1.2752266189273116e-05
18547,outlying,5,0,VBG,outli,5.265895364411433e-05
18548,outn,8,0,IN,outn,0.00014777500298497745
18549,outnumbering,1,0,VBG,outnumb,1.551194604840247e-05
18550,outpouring,1,0,NN,outpour,1.2684738914136435e-05
18551,outpourings,1,0,NNS,outpour,1.2752266189273116e-05
18552,outrage,6,0,NN,outrag,2.614144196431779e-05
18553,outraged,4,0,IN,outrag,2.2510786624728245e-05
18554,outrageious,1,0,JJ,outragei,1.0371165600467903e-05
18555,outrageous,10,0,JJ,outrag,3.2784046530294784e-05
18556,outrageousness,1,0,NN,outrag,2.797936570907902e-05
18557,outrages,1,0,NNS,outrag,1.0371165600467903e-05
18558,outriders,1,0,NNS,outrid,1.0371165600467903e-05
18559,outright,6,0,RP,outright,2.9433850620028405e-05
18560,outrun,4,0,VB,outrun,3.845738796478678e-05
18561,outrunning,1,0,VBG,outrun,1.1849086635246452e-05
18562,outs,1,0,NN,out,1.1849086635246452e-05
18563,outset,2,0,NN,outset,2.536947782827287e-05
18564,outshone,2,0,VBD,outshon,1.4813501490476236e-05
18565,outside,177,0,IN,outsid,0.0
18566,outsides,6,0,NNS,outsid,4.095289781378382e-05
18567,outskirts,5,0,NNS,outskirt,1.620050020658821e-05
18568,outspoken,3,0,JJ,outspoken,3.01154047607938e-05
18569,outspread,2,0,IN,outspread,1.6400901883013047e-05
18570,outstanding,2,0,NNS,outstand,1.5370603009736227e-05
18571,outstart,1,0,NN,outstart,1.847187537312218e-05
18572,outstretched,5,0,JJ,outstretch,3.359766981135396e-05
18573,outstrip,1,0,VB,outstrip,1.551194604840247e-05
18574,outward,14,0,JJ,outward,2.7592137992575763e-05
18575,outwardly,1,0,RB,outwardli,1.551194604840247e-05
18576,outwards,1,0,RP,outward,1.551194604840247e-05
18577,outwatched,2,0,VBD,outwatch,1.824068845576595e-05
18578,outweigh,1,0,VB,outweigh,1.551194604840247e-05
18579,outweighed,1,0,VBD,outweigh,2.797936570907902e-05
18580,oval,3,0,JJ,oval,2.050830011573942e-05
18581,ovation,1,0,NN,ovat,1.0371165600467903e-05
18582,oven,4,0,NN,oven,2.924384199378455e-05
18583,ovens,1,0,NNS,oven,1.0371165600467903e-05
18585,overalls,1,0,NN,overal,1.2752266189273116e-05
18586,overbearing,1,0,JJ,overbear,1.551194604840247e-05
18587,overboard,27,0,RB,overboard,5.602463653354093e-05
18588,overborne,2,0,JJ,overborn,1.879778997502594e-05
18589,overcame,4,0,VBZ,overcam,2.864172229110011e-05
18590,overcast,6,0,JJ,overcast,2.9856358095845535e-05
18591,overcharged,1,0,VBN,overcharg,1.2684738914136435e-05
18592,overcharging,2,0,JJ,overcharg,1.541562119316068e-05
18593,overclouded,2,0,VBD,overcloud,3.102389209680494e-05
18594,overcoat,3,0,NN,overcoat,2.6142804382705326e-05
18595,overcoats,3,0,NN,overcoat,3.825679856781935e-05
18596,overcome,13,0,VB,overcom,2.568407171867746e-05
18597,overcoming,5,0,VBG,overcom,3.095056394739294e-05
18598,overdo,2,0,VB,overdo,1.635588369958859e-05
18599,overdoing,2,0,NN,overdo,1.6400901883013047e-05
18600,overdone,4,0,NN,overdon,2.0650406020304065e-05
18601,overdose,1,0,NN,overdos,1.2752266189273116e-05
18602,overestimate,3,0,VB,overestim,2.2329731593472613e-05
18603,overexertion,1,0,JJ,overexert,1.2752266189273116e-05
18604,overfed,1,0,RB,overf,1.2684738914136435e-05
18605,overflow,4,0,NN,overflow,2.5634618096026834e-05
18606,overflowed,11,0,VBD,overflow,1.1529143296579536e-05
18607,overflowing,7,0,VBG,overflow,3.06039982985087e-05
18608,overflowings,1,0,NNS,overflow,2.797936570907902e-05
18609,overfraught,1,0,JJ,overfraught,1.551194604840247e-05
18610,overgrown,8,0,JJ,overgrown,3.421908286296186e-05
18611,overhanging,7,0,VBG,overhang,2.3499341891063003e-05
18612,overhangs,1,0,VBZ,overhang,1.2752266189273116e-05
18613,overhauling,2,0,VBG,overhaul,1.922869398239339e-05
18614,overhead,25,0,NN,overhead,5.039860331608771e-05
18615,overhear,4,0,VB,overhear,2.9683748220802265e-05
18616,overheard,14,0,RB,overheard,2.938590104325821e-05
18617,overhearing,2,0,MD,overhear,2.14699983555303e-05
18618,overheated,1,0,VBN,overh,1.2752266189273116e-05
18619,overhung,6,0,JJ,overhung,2.771551167175041e-05
18620,overjoyed,5,0,VBN,overjoy,2.520560431531626e-05
18621,overladen,1,0,JJ,overladen,1.551194604840247e-05
18622,overlaid,2,0,VBD,overlaid,2.550453237854623e-05
18623,overland,4,0,RB,overland,2.924384199378455e-05
18624,overlay,1,0,VB,overlay,1.551194604840247e-05
18625,overlays,1,0,NNS,overlay,1.2752266189273116e-05
18626,overleaped,1,0,VBN,overleap,2.0355910898048993e-05
18627,overload,1,0,VB,overload,1.2684738914136435e-05
18628,overloading,2,0,VBG,overload,1.884280815845039e-05
18629,overlook,11,0,VB,overlook,4.775602886150311e-05
18630,overlooked,7,0,VBN,overlook,2.6142927697945574e-05
18631,overlooken,1,0,JJ,overlooken,2.0355910898048993e-05
18632,overlooking,10,0,VBG,overlook,3.1608109516354914e-05
18633,overlooks,1,0,VBZ,overlook,1.2752266189273116e-05
18634,overlying,2,0,VBG,overli,2.3698173270492903e-05
18635,overmastering,1,0,VBG,overmast,1.0371165600467903e-05
18636,overmatched,1,0,VBD,overmatch,1.1849086635246452e-05
18637,overmuch,4,0,JJ,overmuch,3.0775012552859525e-05
18638,overnight,1,0,MD,overnight,1.1849086635246452e-05
18639,overpowered,10,0,VBN,overpow,4.6445774371639674e-05
18640,overpowering,3,0,VBG,overpow,2.228471341004816e-05
18641,overrated,4,0,JJ,overr,2.360205095678551e-05
18642,overruled,2,0,VBD,overrul,2.0742331200935806e-05
18643,overseer,3,0,NN,overs,3.8054216742409304e-05
18644,overseers,3,0,NN,overs,3.8054216742409304e-05
18645,overset,1,0,VB,overset,1.551194604840247e-05
18646,overshadow,5,0,VBP,overshadow,5.185582800233951e-05
18647,overshadowed,9,0,VBN,overshadow,4.449817450692915e-05
18648,overshadowing,4,0,VBG,overshadow,2.1387671083823474e-05
18649,overshooting,1,0,VBG,overshoot,1.1849086635246452e-05
18650,oversight,5,0,NN,oversight,3.6124737486181216e-05
18651,oversights,1,0,NNS,oversight,2.0355910898048993e-05
18652,oversized,2,0,VBN,overs,1.541562119316068e-05
18653,overskirt,1,0,NN,overskirt,1.2752266189273116e-05
18654,oversleep,1,0,VB,oversleep,1.2752266189273116e-05
18655,oversleeping,1,0,NN,oversleep,1.2752266189273116e-05
18656,overslept,1,0,VBP,overslept,1.847187537312218e-05
18657,overspeculated,1,0,VBD,overspecul,2.0355910898048993e-05
18658,overspread,2,0,VBD,overspread,1.879778997502594e-05
18659,overspreading,1,0,VBG,overspread,1.1849086635246452e-05
18660,overstate,1,0,VB,overst,1.1849086635246452e-05
18661,overstated,1,0,VBN,overst,1.2752266189273116e-05
18662,overstatement,1,0,NN,overstat,1.2752266189273116e-05
18663,overstay,1,0,VBP,overstay,1.551194604840247e-05
18664,overstayed,1,0,VBN,overstay,2.0355910898048993e-05
18665,overstepping,1,0,VBG,overstep,1.551194604840247e-05
18666,overstrained,1,0,JJ,overstrain,1.2684738914136435e-05
18667,overt,1,0,VB,overt,1.0371165600467903e-05
18668,overtake,7,0,VB,overtak,2.9836462681654197e-05
18669,overtaken,6,0,VBN,overtaken,2.5799796870526015e-05
18671,overtaking,3,0,VBG,overtak,2.85819858213676e-05
18672,overtasked,1,0,JJ,overtask,1.0371165600467903e-05
18674,overthrew,2,0,IN,overthrew,2.536947782827287e-05
18675,overthrow,2,0,NN,overthrow,1.5370603009736227e-05
18676,overthrown,2,0,JJ,overthrown,3.102389209680494e-05
18677,overtook,8,0,VBP,overtook,3.288877403207212e-05
18678,overtops,1,0,VBZ,overtop,1.2752266189273116e-05
18679,overturned,1,0,VBD,overturn,1.2684738914136435e-05
18680,overwhelm,3,0,VB,overwhelm,3.9335505203922643e-05
18681,overwhelmed,5,0,VBN,overwhelm,4.080248261627549e-05
18682,overwhelming,5,0,JJ,overwhelm,4.216142035753907e-05
18683,overwork,1,0,NN,overwork,1.0371165600467903e-05
18684,overworked,3,0,IN,overwork,2.918410552405204e-05
18685,overwrought,1,0,VBD,overwrought,1.2752266189273116e-05
18686,ow,2,0,NN,ow,5.595873141815804e-05
18687,owd,2,0,RB,owd,4.0711821796097986e-05
18688,owdacious,4,0,JJ,owdaci,4.154215238301149e-05
18690,owe,15,0,VBP,owe,4.3129294801793315e-05
18691,owed,8,0,VBD,owe,2.361127916200086e-05
18693,ower,8,0,JJR,ower,0.00016284728718439194
18694,owes,3,0,VBZ,owe,2.3917131986009424e-05
18695,owing,7,0,VBG,owe,6.885893293852717e-05
18696,owl,10,0,NN,owl,4.177409081962044e-05
18697,owls,5,0,NN,owl,2.2492806270577857e-05
18699,owned,15,0,VBD,own,1.4932692152642666e-05
18700,owner,38,0,NN,owner,0.0
18701,owners,7,0,NN,owner,3.994163124971746e-05
18702,ownership,1,0,NN,ownership,1.2752266189273116e-05
18703,owning,2,0,VBG,own,1.541562119316068e-05
18704,owns,8,0,VBZ,own,2.4682350968321827e-05
18705,ox,6,0,NN,ox,1.7929917582088965e-05
18706,oxen,5,0,NN,oxen,3.765531641978439e-05
18708,oxidized,1,0,VBN,oxid,1.2752266189273116e-05
18709,oyster,26,0,NN,oyster,4.0900990994992174e-05
18710,oysters,13,0,NNS,oyster,5.062167219435369e-05
18712,pa,13,0,NN,pa,0.00013801362410747315
18713,pace,48,0,NN,pace,4.591715307214494e-05
18714,paced,10,0,VBD,pace,6.3895577304459e-05
18715,paces,27,0,NNS,pace,5.067054575478776e-05
18719,pacifically,1,0,RB,pacif,1.551194604840247e-05
18720,pacification,1,0,NN,pacif,1.2684738914136435e-05
18721,pacing,7,0,VBG,pace,4.6821868588775304e-05
18722,pack,23,0,NN,pack,6.922080643430756e-05
18723,package,1,0,NN,packag,1.2684738914136435e-05
18724,packages,5,0,NNS,packag,1.9342807646530602e-05
18726,packed,34,0,VBD,pack,3.11177681808119e-05
18727,packet,10,0,NN,packet,6.743831922965005e-05
18728,packets,4,0,NNS,packet,2.9823749954785087e-05
18729,packing,15,0,VBG,pack,2.738893732559264e-05
18730,pad,4,0,NN,pad,2.0627896928591837e-05
18731,padded,3,0,VBN,pad,2.3917131986009424e-05
18732,paddings,1,0,NNS,pad,1.2752266189273116e-05
18733,paddle,16,0,NN,paddl,0.00019163286413153378
18734,paddled,14,0,VBD,paddl,0.00017874249703977828
18735,paddles,3,0,NN,paddl,2.4902412675861792e-05
18736,paddling,6,0,VBG,paddl,4.193710011177091e-05
18737,paddock,1,0,NN,paddock,1.2684738914136435e-05
18738,padlock,1,0,NN,padlock,1.847187537312218e-05
18739,padlocked,2,0,NN,padlock,2.0771076191505746e-05
18740,pads,1,0,NN,pad,1.551194604840247e-05
18743,pagan,7,0,JJ,pagan,3.779095379445043e-05
18744,paganism,1,0,NN,pagan,1.0371165600467903e-05
18745,pagans,4,0,NNS,pagan,4.148466240187161e-05
18746,page,42,0,NN,page,3.9132416477267384e-05
18747,pageant,5,0,NN,pageant,3.5555832691412046e-05
18749,pageants,6,0,NNS,pageant,6.222699360280742e-05
18750,paged,2,0,VBD,page,2.3698173270492903e-05
18751,pages,25,0,NNS,page,4.701194925509118e-05
18754,paid,124,0,VBN,paid,0.0
18755,pail,6,0,NN,pail,4.294261119155632e-05
18756,pails,4,0,NN,pail,2.2873095186209788e-05
18757,pain,87,0,NN,pain,8.576064394143627e-05
18758,pained,2,0,VBD,pain,1.4813501490476236e-05
18759,painful,36,0,JJ,pain,0.0
18760,painfully,20,0,RB,pain,4.1738584982947403e-05
18761,pains,31,0,NNS,pain,5.853443464153331e-05
18762,painstaking,4,0,NN,painstak,5.100906475709246e-05
18763,paint,33,0,NN,paint,6.117840146432758e-05
18764,painted,62,0,VBN,paint,0.0
18765,painter,6,0,NN,painter,2.6577873312376096e-05
18766,painters,8,0,NNS,painter,4.247239737624779e-05
18767,painting,23,0,NN,paint,8.603094257560623e-05
18768,paintings,10,0,NNS,paint,7.072850439565617e-05
18769,paints,3,0,NNS,paint,2.9317605167778943e-05
18770,pair,83,0,NN,pair,0.0
18771,pairdon,1,0,JJ,pairdon,1.0371165600467903e-05
18772,pairfaitemaw,2,0,JJ,pairfaitemaw,2.0742331200935806e-05
18774,pairs,4,0,NNS,pair,3.248019983126417e-05
18776,pal,2,0,NN,pal,2.536947782827287e-05
18777,palace,73,0,NN,palac,6.0251246819011115e-05
18778,palaces,44,0,NNS,palac,0.00016522495670609282
18779,paladins,2,0,NN,paladin,2.0742331200935806e-05
18781,palanquin,1,0,NN,palanquin,1.2752266189273116e-05
18782,palatial,3,0,JJ,palati,3.111349680140371e-05
18783,palavering,1,0,VBG,palav,1.847187537312218e-05
18785,pale,117,0,JJ,pale,0.0
18786,paled,4,0,VBD,pale,4.415744285126558e-05
18787,paleness,10,0,NN,pale,3.5163706345551536e-05
18788,paler,5,0,NN,paler,4.93183229292726e-05
18790,palest,3,0,JJS,palest,1.8191651604412435e-05
18793,paling,4,0,VBG,pale,4.415744285126558e-05
18794,palings,3,0,NNS,pale,2.429738493991871e-05
18795,pall,4,0,NN,pall,2.2510786624728245e-05
18797,palled,1,0,VBN,pall,1.2752266189273116e-05
18798,pallet,8,0,NN,pallet,4.6767331858040296e-05
18799,pallid,9,0,JJ,pallid,4.0928888727237214e-05
18800,pallium,1,0,NN,pallium,1.0371165600467903e-05
18801,pallor,2,0,NN,pallor,1.4813501490476236e-05
18802,palm,19,0,NN,palm,3.516269633956529e-05
18804,palmed,1,0,VBN,palm,1.2684738914136435e-05
18805,palms,11,0,NN,palm,4.623308964330011e-05
18806,palmy,3,0,NN,palmi,3.111349680140371e-05
18808,palpable,4,0,JJ,palpabl,2.2976105620297015e-05
18809,palpitating,2,0,NN,palpit,2.2027099874790287e-05
18810,pals,3,0,NN,pal,2.4812376309012884e-05
18811,palsied,2,0,JJ,palsi,2.2027099874790287e-05
18812,palsy,4,0,NN,palsi,3.117851633570664e-05
18813,palter,2,0,VB,palter,1.6958003402273034e-05
18814,paltering,1,0,VBG,palter,1.551194604840247e-05
18815,paltry,3,0,NN,paltri,2.228471341004816e-05
18816,paly,1,0,NN,pali,1.847187537312218e-05
18817,pampered,1,0,NN,pamper,1.1849086635246452e-05
18818,pamphlet,3,0,NN,pamphlet,3.825679856781935e-05
18819,pamphlets,1,0,NNS,pamphlet,1.551194604840247e-05
18821,pan,28,0,NN,pan,6.584394959804642e-05
18822,panacea,1,0,NN,panacea,1.2684738914136435e-05
18825,pane,10,0,NN,pane,2.8729122718505018e-05
18826,panegyric,1,0,NN,panegyr,1.2684738914136435e-05
18827,panel,4,0,NN,panel,3.3961024987970523e-05
18828,paneling,1,0,VBG,panel,1.2752266189273116e-05
18829,panelled,3,0,JJ,panel,2.4812376309012884e-05
18830,panels,6,0,NNS,panel,3.4748134361989674e-05
18831,panes,5,0,NN,pane,2.8919924681259692e-05
18832,pang,9,0,NN,pang,5.5973428140459427e-05
18833,pangs,4,0,NNS,pang,2.319155762398074e-05
18834,panic,10,0,NN,panic,5.899481611227166e-05
18836,panniers,1,0,NNS,pannier,1.2752266189273116e-05
18837,pannikins,1,0,JJ,pannikin,1.1849086635246452e-05
18838,panoplied,2,0,VBD,panopli,2.550453237854623e-05
18839,panoply,2,0,NN,panopli,1.541562119316068e-05
18840,panorama,17,0,NN,panorama,0.00012547687876798694
18841,panoramas,1,0,NN,panorama,1.0371165600467903e-05
18842,pans,7,0,NNS,pan,6.165314053171421e-05
18843,pansy,2,0,NN,pansi,5.595873141815804e-05
18844,pant,1,0,JJ,pant,1.2752266189273116e-05
18845,pantaloons,9,0,NN,pantaloon,5.4578416938985e-05
18846,panted,5,0,VBD,pant,2.4407158653414718e-05
18848,panting,23,0,VBG,pant,5.7999449145812886e-05
18849,pantings,1,0,NNS,pant,2.797936570907902e-05
18850,pantomime,3,0,NN,pantomim,2.4255274789752893e-05
18851,pantomimes,1,0,NN,pantomim,1.0371165600467903e-05
18852,pantomimic,1,0,JJ,pantomim,1.2684738914136435e-05
18853,pantry,8,0,NN,pantri,6.88663448965161e-05
18854,pants,2,0,NNS,pant,1.922869398239339e-05
18856,pap,61,0,NN,pap,0.0005601743008009581
18857,papa,4,0,NN,papa,2.6237269156748077e-05
18858,papal,5,0,JJ,papal,5.185582800233951e-05
18859,paper,198,0,NN,paper,0.0
18860,papered,2,0,VBN,paper,2.0742331200935806e-05
18861,papers,65,0,NNS,paper,0.0
18862,papll,1,0,RB,papll,1.847187537312218e-05
18863,paps,10,0,NN,pap,9.339913752406232e-05
18864,par,2,0,NN,par,1.7255407765913584e-05
18865,parable,1,0,NN,parabl,1.0371165600467903e-05
18866,parachute,4,0,NN,parachut,3.241864277885817e-05
18868,parade,2,0,VB,parad,1.7255407765913584e-05
18869,paraded,2,0,VBD,parad,2.655230156288365e-05
18871,paradise,26,0,NN,paradis,0.0001892912727633312
18872,paragraph,14,0,NN,paragraph,5.442480542927634e-05
18873,paragraphs,3,0,NNS,paragraph,2.3917131986009424e-05
18874,parallel,2,0,NN,parallel,2.2027099874790287e-05
18875,parallels,2,0,NNS,parallel,1.7255407765913584e-05
18876,paralysed,3,0,VBN,paralys,3.0483592484214576e-05
18877,paralysis,1,0,NN,paralysi,1.847187537312218e-05
18878,paralytic,1,0,JJ,paralyt,1.1849086635246452e-05
18879,paralyzed,4,0,NN,paralyz,3.730140882108896e-05
18880,paramount,2,0,NN,paramount,2.2072118058214742e-05
18881,parapet,10,0,NN,parapet,7.201980149860745e-05
18882,parapets,2,0,NNS,parapet,2.2072118058214742e-05
18883,paraphernalia,2,0,NN,paraphernalia,1.541562119316068e-05
18884,paraphrase,1,0,VB,paraphras,2.0355910898048993e-05
18885,parasol,3,0,NN,parasol,2.432923614876622e-05
18886,parasols,1,0,NNS,parasol,1.0371165600467903e-05
18887,parcel,16,0,NN,parcel,3.2726404331283784e-05
18888,parcelled,1,0,VBD,parcel,1.551194604840247e-05
18889,parcels,3,0,NN,parcel,2.725428258445023e-05
18890,parched,3,0,VBD,parch,3.111349680140371e-05
18891,parching,1,0,VBG,parch,1.0371165600467903e-05
18892,parchment,5,0,NN,parchment,3.0157905759122205e-05
18893,parchments,1,0,NNS,parchment,1.551194604840247e-05
18894,pard,4,0,NN,pard,6.82733150002395e-05
18895,pardner,1,0,NN,pardner,1.1849086635246452e-05
18896,pardners,1,0,NN,pardner,1.1849086635246452e-05
18897,pardon,54,0,NN,pardon,0.0
18898,pardonable,2,0,JJ,pardon,2.0742331200935806e-05
18899,pardoned,3,0,VBN,pardon,2.228471341004816e-05
18900,pardons,2,0,NNS,pardon,1.541562119316068e-05
18901,pared,1,0,VBD,pare,1.0371165600467903e-05
18903,paregoricked,1,0,VBN,paregorick,1.2752266189273116e-05
18904,parent,25,0,NN,parent,2.3012105578781702e-05
18905,parentage,5,0,NN,parentag,3.6341472663555915e-05
18906,parental,4,0,JJ,parent,2.676252077564596e-05
18907,parentheses,6,0,NNS,parenthes,7.65135971356387e-05
18908,parenthesis,10,0,NN,parenthesi,8.441298822580299e-05
18909,parenthetical,1,0,JJ,parenthet,1.1849086635246452e-05
18910,parents,28,0,NNS,parent,2.5402974448537183e-05
18911,pariah,1,0,NN,pariah,2.797936570907902e-05
18913,parish,41,0,JJ,parish,0.00017511612077236846
18914,parishioners,1,0,NNS,parishion,1.2684738914136435e-05
18915,parisht,1,0,NN,parisht,2.0355910898048993e-05
18916,parisian,5,0,JJ,parisian,5.185582800233951e-05
18918,park,25,0,NN,park,6.311221489811998e-05
18921,parle,1,0,JJ,parl,1.0371165600467903e-05
18922,parley,5,0,NN,parley,3.085501032085042e-05
18925,parlor,29,0,NN,parlor,0.00018590889436870272
18926,parlors,5,0,NNS,parlor,2.9403365300419684e-05
18927,parlour,44,0,NN,parlour,0.00025741608892260225
18928,parlours,2,0,NN,parlour,2.536947782827287e-05
18929,parlyment,1,0,NN,parlyment,1.847187537312218e-05
18931,parochial,9,0,JJ,parochi,0.00011416265022722792
18932,paroxysm,6,0,NN,paroxysm,4.9067651098765773e-05
18933,parquette,2,0,NN,parquett,2.0742331200935806e-05
18935,parricide,1,0,NN,parricid,1.551194604840247e-05
18936,parrot,5,0,NN,parrot,2.937151409157218e-05
18937,parrots,3,0,NNS,parrot,1.9193628830647883e-05
18938,parrying,2,0,VBG,parri,2.536947782827287e-05
18939,parsley,2,0,NN,parsley,2.3698173270492903e-05
18940,parson,8,0,NN,parson,4.666287040637125e-05
18941,parsonage,2,0,NN,parsonag,2.536947782827287e-05
18943,part,400,0,NN,part,0.0
18944,partake,4,0,VB,partak,2.7220382963670026e-05
18945,partaken,1,0,VBN,partaken,1.1849086635246452e-05
18946,parted,51,0,VBN,part,4.854198830711981e-05
18949,parthian,4,0,JJ,parthian,4.148466240187161e-05
18950,parti,2,0,JJ,parti,1.5370603009736227e-05
18951,partial,6,0,JJ,partial,2.5498737019183793e-05
18952,partialities,3,0,NNS,partial,3.111349680140371e-05
18953,partiality,4,0,NN,partial,2.381956946562301e-05
18954,partially,10,0,RB,partial,1.7819119144891347e-05
18955,participant,1,0,NN,particip,1.0371165600467903e-05
18956,participants,2,0,NNS,particip,2.0742331200935806e-05
18957,participate,2,0,VB,particip,1.824068845576595e-05
18958,participating,2,0,VBG,particip,2.710940308214364e-05
18959,participation,5,0,NN,particip,2.2369996227715413e-05
18960,participles,1,0,NN,participl,1.0371165600467903e-05
18961,partickler,9,0,NN,partickl,5.381869700486016e-05
18962,particlar,1,0,JJ,particlar,2.797936570907902e-05
18963,particle,3,0,NN,particl,1.7797491834083385e-05
18964,particles,5,0,NNS,particl,3.799773896684939e-05
18965,particular,133,0,JJ,particular,0.0
